# RGD-PIPELINE: ftp-file-extracts
# MODULE: orthologs-version-2.1.6
# GENERATED-ON: 2020/01/10
# RGD Ortholog FTP file
# From: RGD
# URL: http://rgd.mcw.edu
# Contact: RGD.Data@mcw.edu
#
### As of Dec 19 2011 v. 2.0.1: no data changes; improved internal QC.
### As of Feb 11 2013 v. 2.1.0: added column HUMAN_ORTHOLOG_HGNC_ID as the last column in the file
### As of Feb 4 2015 v. 2.1.1: updated description in header
#
# Format:
# Comment lines begin with '#'
# Tab delimited fields, one line per rat gene.
# Fields in order:
# 1. RAT_GENE_SYMBOL
# 2. RAT_GENE_RGD_ID
# 3. RAT_GENE_NCBI_GENE_ID
# 4. HUMAN_ORTHOLOG_SYMBOL - human ortholog(s) to rat gene
# 5. HUMAN_ORTHOLOG_RGD_ID
# 6. HUMAN_ORTHOLOG_NCBI_GENE_ID
# 7. HUMAN_ORTHOLOG_SOURCE - RGD or MGI
# 8. MOUSE_ORTHOLOG_SYMBOL - mouse ortholog(s) to rat gene
# 9. MOUSE_ORTHOLOG_RGD_ID
#10. MOUSE_ORTHOLOG_NCBI_GENE_ID
#11. MOUSE_ORTHOLOG_MGI_ID
#12. MOUSE_ORTHOLOG_SOURCE - RGD or MGI
#13. HUMAN_ORTHOLOG_HGNC_ID
#
# Most orthologs listed will be one-to-one-to-one across all three species.
# Where multiple human or mouse homologs are present in RGD the human and mouse
# fields will contain multiple entries separated by '|'.
#
# There may not be a curated ortholog for human or mouse in which case the fields
# for the respective species will be blank
#
# Multiple orthologs may be redundant when assigned by both RGD and MGI. These will
# be resolved over time.
#
# SOURCE fields will be either 'RGD', for orthologs manually created by RGD curators,
# or 'HGNC' for ortholog data derived from the HGNC Comparison of Orthology Predictions (HCOP) data compiled by:
# HUGO Gene Nomenclature Committee, European Bioinformatics Institute (EMBL-EBI)
# Wellcome Trust Genome Campus, Hinxton, Cambridge, UK
# URL:  http://www.genenames.org/
#
# Reference for HGNC and HCOP:
# Gray KA, Yates B, Seal RL, Wright MW, Bruford EA. 
# Genenames.org: the HGNC resources in 2015.
# Nucleic Acids Res. 2015 Jan 28;43(Database issue):D1079-85. 
# PMID: 25361968,  doi: 10.1093/nar/gku1071.
#
RAT_GENE_SYMBOL	RAT_GENE_RGD_ID	RAT_GENE_NCBI_GENE_ID	HUMAN_ORTHOLOG_SYMBOL	HUMAN_ORTHOLOG_RGD	HUMAN_ORTHOLOG_NCBI_GENE_ID	HUMAN_ORTHOLOG_SOURCE	MOUSE_ORTHOLOG_SYMBOL	MOUSE_ORTHOLOG_RGD	MOUSE_ORTHOLOG_NCBI_GENE_ID	MOUSE_ORTHOLOG_MGI	MOUSE_ORTHOLOG_SOURCE	HUMAN_ORTHOLOG_HGNC_ID
Crkl	1308531	287942	CRKL	1318357	1399	RGD	Crkl	1318358	12929	MGI:104686	RGD	HGNC:2363
Crnkl1	620507	100910202	CRNKL1	733946	51340	RGD	Crnkl1	1550317	66877	MGI:1914127	RGD	HGNC:15762
Cryga	1595217	684028	CRYGA	1351411	1418	RGD	Cryga	10406	12964	MGI:88521	RGD	HGNC:2408
Crym	620943	117024	CRYM	734218	1428	RGD	Crym	1614466	12971	MGI:102675	RGD	HGNC:2418
Ct55	1560456	317310	CT55	1353544	54967	RGD	Ct55	1616720	75013	MGI:1922263	RGD	HGNC:26047
Ctsl	2448	25697	CTSL	736036	1514	RGD	Ctsl	10424	13039	MGI:88564	OrthoDB	HGNC:2537
Ctsl	2448	25697	CTSL	736036	1514	RGD	Ctsl	10424	13039	MGI:88564	Panther	HGNC:2537
Ctsl	2448	25697	CTSL	736036	1514	RGD	Ctsl	10424	13039	MGI:88564	Inparanoid	HGNC:2537
Ctsz	708479	252929	CTSZ	1352898	1522	RGD	Ctsz	733536	64138	MGI:1891190	RGD	HGNC:2547
Cwc22	1565385	362153	CWC22	1605651	57703	RGD	Cwc22	1623091	80744	MGI:2136773	RGD	HGNC:29322
Cxcl1	619869	81503	CXCL1	1343759	2919	RGD	Cxcl1	732415	14825	MGI:108068	Transitive Ortholog Pipeline	HGNC:4602
Cxcl2	70069	114105	CXCL2	735621	2920	RGD	Cxcl2	733118	20310	MGI:1340094	Ensembl	HGNC:4603
Cxcl2	70069	114105	CXCL2	735621	2920	RGD	Cxcl2	733118	20310	MGI:1340094	OrthoDB	HGNC:4603
Cxcl2	70069	114105	CXCL2	735621	2920	RGD	Cxcl2	733118	20310	MGI:1340094	PhylomeDB	HGNC:4603
Cxcl2	70069	114105	CXCL2	735621	2920	RGD	Cxcl2	733118	20310	MGI:1340094	Panther	HGNC:4603
Cxcl2	70069	114105	CXCL2	735621	2920	RGD	Cxcl2	733118	20310	MGI:1340094	HomoloGene	HGNC:4603
Cxcl2	70069	114105	CXCL2	735621	2920	RGD	Cxcl2	733118	20310	MGI:1340094	OrthoMCL	HGNC:4603
Cxcl2	70069	114105	CXCL2	735621	2920	RGD	Cxcl2	733118	20310	MGI:1340094	Treefam	HGNC:4603
Cxcl3	621812	171551	CXCL1	1343759	2919	RGD	Cxcl3	1614055	330122	MGI:3037818	RGD	HGNC:4602
Cxcl6	708540	60665	CXCL6	1345336	6372	RGD	Cxcl5	1552792	20311	MGI:1096868	Treefam	HGNC:10643
Cxcl6	708540	60665	CXCL6	1345336	6372	RGD	Cxcl5	1552792	20311	MGI:1096868	OrthoMCL	HGNC:10643
Cxcl6	708540	60665	CXCL6	1345336	6372	RGD	Cxcl5	1552792	20311	MGI:1096868	OMA	HGNC:10643
Cxcl6	708540	60665	CXCL6	1345336	6372	RGD	Cxcl5	1552792	20311	MGI:1096868	HomoloGene	HGNC:10643
Cxcl6	708540	60665	CXCL6	1345336	6372	RGD	Cxcl5	1552792	20311	MGI:1096868	Panther	HGNC:10643
Cxcl6	708540	60665	CXCL6	1345336	6372	RGD	Cxcl5	1552792	20311	MGI:1096868	OrthoDB	HGNC:10643
Cxcl6	708540	60665	CXCL6	1345336	6372	RGD	Cxcl5	1552792	20311	MGI:1096868	Ensembl	HGNC:10643
Cycs	2451	25309	CYCS	1604618	54205	RGD	Cycs	10425	13063	MGI:88578	RGD	HGNC:19986
Cyct	2452	25310	CYCTP	2859621	360163	RGD	Cyct	10426	13067	MGI:88579	RGD	HGNC:24424
Cyp21a1	2461	24298	CYP21A1P	1347734	1590	RGD	Cyp21a1	10440	13079	MGI:88591	Ensembl	HGNC:2599
Cyp21a1	2461	24298	CYP21A1P	1347734	1590	RGD	Cyp21a1	10440	13079	MGI:88591	OrthoDB	HGNC:2599
Cyp21a1	2461	24298	CYP21A1P	1347734	1590	RGD	Cyp21a1	10440	13079	MGI:88591	Panther	HGNC:2599
Cyp21a1	2461	24298	CYP21A1P	1347734	1590	RGD	Cyp21a1	10440	13079	MGI:88591	HomoloGene	HGNC:2599
Cyp21a1	2461	24298	CYP21A1P	1347734	1590	RGD	Cyp21a1	10440	13079	MGI:88591	NCBI	HGNC:2599
Cyp21a1	2461	24298	CYP21A1P	1347734	1590	RGD	Cyp21a1	10440	13079	MGI:88591	OrthoMCL	HGNC:2599
Cyp21a1	2461	24298	CYP21A1P	1347734	1590	RGD	Cyp21a1	10440	13079	MGI:88591	Treefam	HGNC:2599
Cyp2c79	1308166	293985	CYP2C8	1606589	1558	RGD	Cyp2c29	734157	13095	MGI:103238	Transitive Ortholog Pipeline	HGNC:2622
Cyp3a9	708392	171352	CYP3A5	1348646	1577	RGD	Cyp3a13	731686	13113	MGI:88610	RGD	HGNC:2638
Cyp4b1	2480	24307	CYP4B1	736540	1580	RGD	Cyp4b1	10457	13120	MGI:103225	RGD	HGNC:2644
Dazl	1591714	680486	DAZL	1352695	1618	RGD	Dazl	1557990	13164	MGI:1342328	Ensembl	HGNC:2685
Dazl	1591714	680486	DAZL	1352695	1618	RGD	Dazl	1557990	13164	MGI:1342328	OrthoDB	HGNC:2685
Dazl	1591714	680486	DAZL	1352695	1618	RGD	Dazl	1557990	13164	MGI:1342328	Panther	HGNC:2685
Dazl	1591714	680486	DAZL	1352695	1618	RGD	Dazl	1557990	13164	MGI:1342328	Inparanoid	HGNC:2685
Dazl	1591714	680486	DAZL	1352695	1618	RGD	Dazl	1557990	13164	MGI:1342328	OMA	HGNC:2685
Dazl	1591714	680486	DAZL	1352695	1618	RGD	Dazl	1557990	13164	MGI:1342328	NCBI	HGNC:2685
Dcaf12	1594034	682812	DCAF12	1346609	25853	RGD	Dcaf12	1623967	68970	MGI:1916220	RGD	HGNC:19911
Dcdc2b	1583476	682416	DCDC2B	1604739	149069	RGD	Dcdc2b	5509679	100504491	MGI:2686212	Ensembl	HGNC:32576
Dcdc2b	1583476	682416	DCDC2B	1604739	149069	RGD	Dcdc2b	5509679	100504491	MGI:2686212	OrthoDB	HGNC:32576
Dcdc2b	1583476	682416	DCDC2B	1604739	149069	RGD	Dcdc2b	5509679	100504491	MGI:2686212	Panther	HGNC:32576
Dcdc2b	1583476	682416	DCDC2B	1604739	149069	RGD	Dcdc2b	5509679	100504491	MGI:2686212	Inparanoid	HGNC:32576
Dcdc2b	1583476	682416	DCDC2B	1604739	149069	RGD	Dcdc2b	5509679	100504491	MGI:2686212	HomoloGene	HGNC:32576
Dcdc2b	1583476	682416	DCDC2B	1604739	149069	RGD	Dcdc2b	5509679	100504491	MGI:2686212	OMA	HGNC:32576
Dcdc2b	1583476	682416	DCDC2B	1604739	149069	RGD	Dcdc2b	5509679	100504491	MGI:2686212	NCBI	HGNC:32576
Dcdc2b	1583476	682416	DCDC2B	1604739	149069	RGD	Dcdc2b	5509679	100504491	MGI:2686212	EggNOG	HGNC:32576
Dchs2	1563329	310550	DCHS2	1603301	54798	RGD	Dchs2	1618980	100534287	MGI:2685263	HCOP	HGNC:23111
Dcst2	1564557	295247	DCST2	1606730	127579	RGD	Dcst2	1617224	329702	MGI:2685606	RGD	HGNC:26562
Dcun1d2	1582994	688913	DCUN1D2	1323358	55208	RGD	Dcun1d2	1616661	102323	MGI:2142792	RGD	HGNC:20328
Dda1	1584153	688813	DDA1	1601973	79016	RGD	Dda1	1623216	66498	MGI:1913748	RGD	HGNC:28360
Ddit4l	2322961	100363484	DDIT4L	1342784	115265	RGD	Ddit4l	733457	73284	MGI:1920534	RGD	HGNC:30555
Ddo	1595123	685325	DDO	1314668	8528	RGD	Ddo	1621516	70503	MGI:1925528	RGD	HGNC:2727
Ddx19a	1303136	292022	DDX19A	1349788	55308	RGD	Ddx19a	1550254	13680	MGI:99526	RGD	HGNC:25628
Ddx19b	1593382	690693	DDX19B	1346558	11269	RGD	Ddx19b	1557225	234733	MGI:2148251	RGD	HGNC:2742
Deptor	1561030	314979	DEPTOR	1344261	64798	RGD	Deptor	1620688	97998	MGI:2146322	RGD	HGNC:22953
Dera	1589836	690945	DERA	1352250	51071	RGD	Dera	1551123	232449	MGI:1913762	RGD	HGNC:24269
Dgcr2	1310567	360742	DGCR2	1321547	9993	RGD	Dgcr2	1321548	13356	MGI:892866	RGD	HGNC:2845
Dhx15	1308072	289693	DHX15	1317633	1665	RGD	Dhx15	1317634	13204	MGI:1099786	RGD	HGNC:2738
Diablo	1310885	288753	DIABLO	1322043	56616	RGD	Diablo	1322044	66593	MGI:1913843	RGD	HGNC:21528
Dkk1	1307313	293897	DKK1	1316435	22943	RGD	Dkk1	1316436	13380	MGI:1329040	RGD	HGNC:2891
Dmpk	1309825	308405	DMPK	1320371	1760	RGD	Dmpk	1553318	13400	MGI:94906	RGD	HGNC:2933
Dmrtc1a	11451771	108348153	DMRTC1	1346508	63947	RGD	Dmrtc1a	1619135	70887	MGI:1918137	RGD	HGNC:13910
Dmrtc2	1583739	499100	DMRTC2	1345316	63946	RGD	Dmrtc2	1557115	71241	MGI:1918491	RGD	HGNC:13911
Dmxl1	1307692	307429	DMXL1	1317027	1657	RGD	Dmxl1	1552763	240283	MGI:2443926	RGD	HGNC:2937
Dmxl2	1586163	315676	DMXL2	1347338	23312	RGD	Dmxl2	1623772	235380	MGI:2444630	RGD	HGNC:2938
Dnal4	1309099	300078	DNAL4	1319248	10126	RGD	Dnal4	1319249	54152	MGI:1859217	RGD	HGNC:2955
Dnhd1	1584052	690115	DNHD1	1601824	144132	RGD	Dnhd1	1323171	77505	MGI:1924755	Ensembl	HGNC:26532
Dnhd1	1584052	690115	DNHD1	1601824	144132	RGD	Dnhd1	1323171	77505	MGI:1924755	HomoloGene	HGNC:26532
Dnhd1	1584052	690115	DNHD1	1601824	144132	RGD	Dnhd1	1323171	77505	MGI:1924755	NCBI	HGNC:26532
Dpcd	1307648	294004	DPCD	1601768	25911	RGD	Dpcd	1316961	226162	MGI:1924407	RGD	HGNC:24542
Dpm3	1561807	502017	DPM3	1349412	54344	RGD	Dpm3	1616770	68563	MGI:1915813	RGD	HGNC:3007
Dppa3	1310932	297576	DPPA3	1352490	359787	RGD	Dppa3	1322116	73708	MGI:1920958	RGD	HGNC:19199
Dppa5	1305838	301101	DPPA5	1344123	340168	RGD	Dppa5a	1314112	434423	MGI:101800	RGD	HGNC:19201
Dpysl5	620467	65208	DPYSL5	733917	56896	RGD	Dpysl5	1331988	65254	MGI:1929772	RGD	HGNC:20637
Dr1	1305201	289881	DR1	1313088	1810	RGD	Dr1	1313089	13486	MGI:1100515	RGD	HGNC:3017
Drosha	1307626	310159	DROSHA	1605687	29102	RGD	Drosha	1550774	14000	MGI:1261425	RGD	HGNC:17904
Dsc1	1310768	291759	DSC1	1321863	1823	RGD	Dsc1	1321864	13505	MGI:109173	RGD	HGNC:3035
Dstn	1588366	502674	DSTN	1312065	11034	RGD	Dstn	1312066	56431	MGI:1929270	RGD	HGNC:15750
Dtna	1561985	307548	DTNA	1343196	1837	RGD	Dtna	1558551	13527	MGI:106039	RGD	HGNC:3057
Dtnbp1	1590759	641528	DTNBP1	1342501	84062	RGD	Dtnbp1	1619063	94245	MGI:2137586	RGD	HGNC:17328
Dusp14	1307415	360580	DUSP14	1316598	11072	RGD	Dusp14	1316599	56405	MGI:1927168	RGD	HGNC:17007
Dvl2	1309725	303251	DVL2	1320219	1856	RGD	Dvl2	1320220	13543	MGI:106613	RGD	HGNC:3086
Ece2	1303039	408243	ECE2	1349338	9718	RGD	Ece2	1550450	107522	MGI:1101356	RGD	HGNC:13275
Ecm2	2320282	100361383	ECM2	1318155	1842	RGD	Ecm2	1552953	407800	MGI:3039578	RGD	HGNC:3154
Ecscr	1594804	689248	ECSCR	2303680	641700	RGD	Ecscr	1616775	68545	MGI:1915795	RGD	HGNC:35454
Edc4	1562009	361399	EDC4	1606564	23644	RGD	Edc4	1319084	234699	MGI:2446249	Transitive Ortholog Pipeline	HGNC:17157
Edil3	1588887	688400	EDIL3	1343635	10085	RGD	Edil3	1557383	13612	MGI:1329025	RGD	HGNC:3173
Efcab8	1597364	499923	EFCAB8	2301262	388795	RGD	Efcab8	1618784	100504221	MGI:3644206	RGD	HGNC:34532
Eif1	1306308	287703	EIF1	1342567	10209	RGD	Eif1	1314855	20918	MGI:105125	RGD	HGNC:3249
Eif1ax	1560198	302697	EIF1AX	1351588	1964	RGD	Eif1ax	1557493	66235	MGI:1913485	RGD	HGNC:3250
Eif2s3	1561279	299027	EIF2S3	1346365	1968	RGD	Eif2s3x	1557800	26905	MGI:1349431	RGD	HGNC:3267
Eif3e	9273439	103692906	EIF3E	1323023	3646	RGD	Eif3e	1323024	16341	MGI:99257	RGD	HGNC:3277
Eif4ebp3	2324556	100365872	EIF4EBP3	1347749	8637	RGD	Eif4ebp3	1622163	108112	MGI:1270847	RGD	HGNC:3290
Eif4g1	1306144	287986	EIF4G1	1314591	1981	RGD	Eif4g1	1550408	208643	MGI:2384784	RGD	HGNC:3296
Elfn2	1559693	100910536	ELFN2	1606182	114794	RGD	Elfn2	1619028	207393	MGI:3608416	RGD	HGNC:29396
Elp4	1566052	687694	ELP4	1352223	26610	RGD	Elp4	1558136	77766	MGI:1925016	RGD	HGNC:1171
Eme2	1304924	302982	EME2	1344240	197342	RGD	Eme2	1312645	193838	MGI:1919889	RGD	HGNC:27289
Eng	1593188	497010	ENG	1351093	2022	RGD	Eng	1617632	13805	MGI:95392	RGD	HGNC:3349
Entr1	1305930	306322	ENTR1	1314253	10807	RGD	Entr1	1620028	68112	MGI:1915362	RGD	HGNC:10667
Eppin	1597722	685161	EPPIN	1315316	57119	RGD	Eppin	1315317	75526	MGI:1922776	Ensembl	HGNC:15932
Eppin	1597722	685161	EPPIN	1315316	57119	RGD	Eppin	1315317	75526	MGI:1922776	OrthoDB	HGNC:15932
Eppin	1597722	685161	EPPIN	1315316	57119	RGD	Eppin	1315317	75526	MGI:1922776	Panther	HGNC:15932
Eppin	1597722	685161	EPPIN	1315316	57119	RGD	Eppin	1315317	75526	MGI:1922776	Inparanoid	HGNC:15932
Eppin	1597722	685161	EPPIN	1315316	57119	RGD	Eppin	1315317	75526	MGI:1922776	HomoloGene	HGNC:15932
Eppin	1597722	685161	EPPIN	1315316	57119	RGD	Eppin	1315317	75526	MGI:1922776	OMA	HGNC:15932
Eppin	1597722	685161	EPPIN	1315316	57119	RGD	Eppin	1315317	75526	MGI:1922776	EggNOG	HGNC:15932
Eppin	1597722	685161	EPPIN	1315316	57119	RGD	Eppin	1315317	75526	MGI:1922776	Treefam	HGNC:15932
Eppk1	1587023	680860	EPPK1	1343625	83481	RGD	Eppk1	1623804	223650	MGI:2386306	RGD	HGNC:15577
Eps8l3	11498829	108348104	EPS8L3	1318007	79574	RGD	Eps8l3	1318008	99662	MGI:2139743	RGD	HGNC:21297
Eras	1585907	679682	ERAS	1345319	3266	RGD	Eras	1556987	353283	MGI:2665023	RGD	HGNC:5174
Ercc2	1309109	308415	ERCC2	1319264	2068	RGD	Ercc2	1319265	13871	MGI:95413	RGD	HGNC:3434
Evx1	11434685	108348126	EVX1	1344299	2128	RGD	Evx1	1558128	14028	MGI:95461	RGD	HGNC:3506
Ewsr1	1307258	289752	EWSR1	1316345	2130	RGD	Ewsr1	1550683	14030	MGI:99960	RGD	HGNC:3508
Exosc10	1593248	313707	EXOSC10	1349336	5394	RGD	Exosc10	1622350	50912	MGI:1355322	RGD	HGNC:9138
Faah	61808	100911581	FAAH	737052	2166	RGD	Faah	62100	14073	MGI:109609	RGD	HGNC:3553
Fam114a1	1560201	498366	FAM114A1	1606191	92689	RGD	Fam114a1	1320185	68303	MGI:1915553	RGD	HGNC:25087
Fam136a	1304825	297415	FAM136A	1605923	84908	RGD	Fam136a	1312491	66488	MGI:1913738	RGD	HGNC:25911
Fam181a	6504274	100909401	FAM181A	1319141	90050	RGD	Fam181a	1622625	100504156	MGI:3647570	RGD	HGNC:20491
Fam184a	1311294	361853	FAM184A	1322675	79632	RGD	Fam184a	1619945	75906	MGI:1923156	RGD	HGNC:20991
Fam187b	1597448	689048	FAM187B	1603571	148109	RGD	Fam187b	1615811	76415	MGI:1923665	RGD	HGNC:26366
Fam25a	1584388	684972	FAM25A	1347345	643161	RGD	Fam25c	1622303	69134	MGI:1916384	Panther	HGNC:23436
Fam25a	1584388	684972	FAM25A	1347345	643161	RGD	Fam25c	1622303	69134	MGI:1916384	Ensembl	HGNC:23436
Fam47e	1585459	686140	FAM47E	2302124	100129583	RGD	Fam47e	1618735	384198	MGI:2686227	RGD	HGNC:34343
Fam50a	1560964	293862	FAM50A	1344714	9130	RGD	Fam50a	1622159	108160	MGI:1351626	RGD	HGNC:18786
Fasn	620665	50671	FASN	1347691	2194	RGD	Fasn	1615200	14104	MGI:95485	RGD	HGNC:3594
Fastkd5	1563839	366192	FASTKD5	1602469	60493	RGD	Fastkd5	1615529	380601	MGI:2139469	RGD	HGNC:25790
Fau	61938	29752	FAU	1351680	2197	RGD	Fau	62231	14109	MGI:102547	RGD	HGNC:3597
Fbxl18	1596958	678726	FBXL18	1352891	80028	RGD	Fbxl18	1620599	231863	MGI:2444450	RGD	HGNC:21874
Fbxw10	1563889	303215	FBXW10	1344414	10517	RGD	Fbxw10	1618183	213980	MGI:3052463	RGD	HGNC:1211
Fcgbp	2313189	100303643	FCGBP	1350128	8857	RGD	Fcgbp	1617384	215384	MGI:2444336	RGD	HGNC:13572
Fcgr2a	71069	116591	FCGR2A	1316933	2212	RGD	Fcgr3	736451	14131	MGI:95500	RGD	HGNC:3616
Fcrl2	1306885	310694	FCRL2	1323109	79368	RGD	Fcrls	1315755	80891	MGI:1933397	Treefam	HGNC:14875
Fcrl2	1306885	310694	FCRL2	1323109	79368	RGD	Fcrls	1315755	80891	MGI:1933397	Panther	HGNC:14875
Fer1l4	1308250	296307	FER1L4	1350956	80307	RGD	Fer1l4	1317917	74562	MGI:1921812	RGD	HGNC:15801
Fer1l5	1583681	679806	FER1L5	1625097	90342	RGD	Fer1l5	1617392	100534273	MGI:3616091	RGD	HGNC:19044
Fibcd1	1309097	311861	FIBCD1	1319244	84929	RGD	Fibcd1	1553690	98970	MGI:2138953	RGD	HGNC:25922
Flg	2620	24641	FLG	737239	2312	RGD	Flg	10592	14246	MGI:95553	RGD	HGNC:3748
Fmnl3	1583854	300225	FMNL3	1606996	91010	RGD	Fmnl3	1622353	22379	MGI:109569	RGD	HGNC:23698
Foxc2	621703	171356	FOXC2	1347315	2303	RGD	Foxc2	1614461	14234	MGI:1347481	RGD	HGNC:3801
Foxj1	621764	116557	FOXJ1	732358	2302	RGD	Foxj1	732359	15223	MGI:1347474	RGD	HGNC:3816
Foxp4	1311386	363185	FOXP4	1322820	116113	RGD	Foxp4	1322821	74123	MGI:1921373	RGD	HGNC:20842
Fpgs	1587713	687266	FPGS	1346571	2356	RGD	Fpgs	10599	14287	MGI:95576	RGD	HGNC:3824
Frat1	9147096	103691373	FRAT1	1604648	10023	RGD	Frat1	1614454	14296	MGI:109450	RGD	HGNC:3944
Frg2	1592623	685524	FRG2	1606060	448831	RGD	Frg2f1	1617156	433752	MGI:3035485	HomoloGene	HGNC:19136
Fscn1	1583309	683788	FSCN1	1344433	6624	RGD	Fscn1	1615998	14086	MGI:1352745	RGD	HGNC:11148
Ftl1	61813	29292	FTL	1346340	2512	RGD	Ftl1	62105	14325	MGI:95589	RGD	HGNC:3999
Fundc2	1560916	361288	FUNDC2	1351400	65991	RGD	Fundc2	1557611	67391	MGI:1914641	RGD	HGNC:24925
Fxr1	1311733	361927	FXR1	1323342	8087	RGD	Fxr1	1323343	14359	MGI:104860	RGD	HGNC:4023
Fzd10	1583825	363913	FZD10	1347205	11211	RGD	Fzd10	1622182	93897	MGI:2136761	RGD	HGNC:4039
Fzd3	628814	266715	FZD3	732935	7976	RGD	Fzd3	732936	14365	MGI:108476	RGD	HGNC:4041
Fzd7	2321905	100360552	FZD7	1314691	8324	RGD	Fzd7	1314692	14369	MGI:108570	RGD	HGNC:4045
Fzd8	1560525	364754	FZD8	1350514	8325	RGD	Fzd8	1558526	14370	MGI:108460	RGD	HGNC:4046
Gabarapl2	620510	64670	GABARAPL2	735450	11345	RGD	Gabarapl2	732993	93739	MGI:1890602	RGD	HGNC:13291
Gabpb1	1560391	499883	GABPB1	1321019	2553	RGD	Gabpb1	1321020	14391	MGI:95611	RGD	HGNC:4074
Galr2	2657	29234	GALR2	733781	8811	RGD	Galr2	736654	14428	MGI:1337018	RGD	HGNC:4133
Gapdh	2661	24383	GAPDH	735871	2597	RGD	Gapdh	10619	14433	MGI:95640	RGD	HGNC:4141
Gas2l2	1307868	287570	GAS2L2	1317311	246176	RGD	Gas2l2	1614148	237891	MGI:3652048	RGD	HGNC:24846
Gata1	2663	25172	GATA1	731384	2623	RGD	Gata1	10621	14460	MGI:95661	RGD	HGNC:4170
Gba	1589149	684536	GBA	1607089	2629	RGD	Gba	1623310	14466	MGI:95665	RGD	HGNC:4177
Gbp2	621810	171164	GBP2	736152	2634	RGD	Gbp2	736153	14469	MGI:102772	Ensembl	HGNC:4183
Gbp2	621810	171164	GBP2	736152	2634	RGD	Gbp2	736153	14469	MGI:102772	OrthoDB	HGNC:4183
Gbp2	621810	171164	GBP2	736152	2634	RGD	Gbp2	736153	14469	MGI:102772	Panther	HGNC:4183
Gbp2	621810	171164	GBP2	736152	2634	RGD	Gbp2	736153	14469	MGI:102772	HomoloGene	HGNC:4183
Gbp2	621810	171164	GBP2	736152	2634	RGD	Gbp2	736153	14469	MGI:102772	OMA	HGNC:4183
Gcat	1307291	366959	GCAT	1316396	23464	RGD	Gcat	1316397	26912	MGI:1349389	RGD	HGNC:4188
Gdf5	620102	252835	GDF5	1345266	8200	RGD	Gdf5	1622400	14563	MGI:95688	RGD	HGNC:4220
Gh1	2686	24391	GH1	69101	2688	RGD	Gh	10643	14599	MGI:95707	Treefam	HGNC:4261
Gh1	2686	24391	GH1	69101	2688	RGD	Gh	10643	14599	MGI:95707	HomoloGene	HGNC:4261
Gh1	2686	24391	GH1	69101	2688	RGD	Gh	10643	14599	MGI:95707	Inparanoid	HGNC:4261
Gh1	2686	24391	GH1	69101	2688	RGD	Gh	10643	14599	MGI:95707	Panther	HGNC:4261
Gh1	2686	24391	GH1	69101	2688	RGD	Gh	10643	14599	MGI:95707	PhylomeDB	HGNC:4261
Gh1	2686	24391	GH1	69101	2688	RGD	Gh	10643	14599	MGI:95707	OrthoDB	HGNC:4261
Gh1	2686	24391	GH1	69101	2688	RGD	Gh	10643	14599	MGI:95707	Ensembl	HGNC:4261
Gjc1	628889	266706	GJC1	1350984	10052	RGD	Gjc1	1621631	14615	MGI:95718	RGD	HGNC:4280
Gk	70893	79223	GK	1344759	2710	RGD	Gk	737445	14933	MGI:106594	RGD	HGNC:4289
Glra2	2705	24397	GLRA2	731909	2742	RGD	Glra2	10656	237213	MGI:95748	RGD	HGNC:4327
Glyctk	1591498	684314	GLYCTK	1604750	132158	RGD	Glyctk	1622056	235582	MGI:2444085	RGD	HGNC:24247
Gnat2	1309514	365901	GNAT2	1319893	2780	RGD	Gnat2	1319894	14686	MGI:95779	RGD	HGNC:4394
Gng11	621515	64199	GNG11	735931	2791	RGD	Gng11	731706	66066	MGI:1913316	RGD	HGNC:4403
Gng5	620807	79218	GNG5	737441	2787	RGD	Gng5	737442	14707	MGI:109164	RGD	HGNC:4408
Gp5	2724	25259	GP5	736629	2814	RGD	Gp5	10676	14729	MGI:1096363	RGD	HGNC:4443
Gp6	1589130	684555	GP6	1343427	51206	RGD	Gp6	1618116	243816	MGI:1889810	RGD	HGNC:14388
Gpbp1l1	1359562	313519	GPBP1L1	1605641	60313	RGD	Gpbp1l1	1620722	77110	MGI:1924360	RGD	HGNC:28843
Gramd1c	1305433	360717	GRAMD1C	1606791	54762	RGD	Gramd1c	1313460	207798	MGI:2443024	RGD	HGNC:25252
Greb1l	1562371	498819	GREB1L	1351643	80000	RGD	Greb1l	1621948	381157	MGI:3576497	RGD	HGNC:31042
Gspt1	2751	24420	GSPT1	1344503	2935	RGD	Gspt1	10693	14852	MGI:1316728	RGD	HGNC:4621
Gsta2	2754	24422	GSTA2	737133	2939	RGD	Gsta2	10696	14858	MGI:95863	RGD	HGNC:4627
Gsta4	1309970	300850	GSTA4	1320601	2941	RGD	Gsta4	1320602	14860	MGI:1309515	RGD	HGNC:4629
Gstm1	2755	24423	GSTM1	736060	2944	RGD	Gstm1	10697	14862	MGI:95860	RGD	HGNC:4632
Gstm2	2756	24424	GSTM2	735264	2946	RGD	Gstm2	10698	14863	MGI:95861	Transitive Ortholog Pipeline	HGNC:4634
Gstm3	11402080	108348148	GSTM3	1349768	2947	RGD	Gstm3	1620117	14864	MGI:106026	RGD	HGNC:4635
Gstm5	61964	64352	GSTM3	1349768	2947	RGD	Gstm5	62257	14866	MGI:1309466	Transitive Ortholog Pipeline	HGNC:4635
Gsto2	1310764	309465	GSTO2	1321858	119391	RGD	Gsto2	1553577	68214	MGI:1915464	RGD	HGNC:23064
